doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3411764.3445202,interactive systems and tools;human-centered computing,3,Pearson's Correlation,10,0.01,,1.0,Correlation Coefficient (r),0.74,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445202,interactive systems and tools;human-centered computing,4,Linear Regression,10,0.0007,,1.0,Slope,2,2.8,1.1,95% CI,True,True,False,True,True,True,False
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,1,Two-way repeated measures ANOVA,20,UNKNOWN,,1.0,partial η²,0.81,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,1,Two-way repeated measures ANOVA,20,UNKNOWN,,2.0,partial η²,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,1,Two-way repeated measures ANOVA,20,3.1E-8,Event Type,1.0,partial η²,0.81,UNKNOWN,UNKNOWN,UNKNOWN,True,False,False,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,1,Two-way repeated measures ANOVA,20,7.1E-7,Content,1.0,partial η²,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,False,False,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,2,Pairwise t-test,20,6.0E-3,,1.0,Cohen's d,0.79,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,2,Pairwise t-test,20,6.0E-3,Content: None vs. Blocks + Task (Physical),1.0,Cohen's d,0.79,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,3,Pairwise t-test,20,1.5E-2,,1.0,Cohen's d,0.71,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,3,Pairwise t-test,20,1.5E-2,Content: Blocks vs. Blocks + Task (Physical),1.0,Cohen's d,0.71,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,4,Pairwise t-test,20,2.5E-5,,1.0,Cohen's d,1.35,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,4,Pairwise t-test,20,2.5E-5,Content: None vs. Blocks + Task (Virtual),1.0,Cohen's d,1.35,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,5,Pairwise t-test,20,4.8E-4,,1.0,Cohen's d,1.1,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,5,Pairwise t-test,20,4.8E-4,Content: Blocks vs. Blocks + Task (Virtual),1.0,Cohen's d,1.1,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,6,Pairwise t-test,20,1.5E-5,,1.0,Cohen's d,1.29,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,6,Pairwise t-test,20,1.5E-5,Event: Physical vs. Virtual (Content: None),1.0,Cohen's d,1.29,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,7,Pairwise t-test,20,2.2E-6,,1.0,Cohen's d,1.49,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,7,Pairwise t-test,20,2.2E-6,Event: Physical vs. Virtual (Content: Blocks),1.0,Cohen's d,1.49,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,8,Pairwise t-test,20,3.5E-7,,1.0,Cohen's d,1.70,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,8,Pairwise t-test,20,3.5E-7,Event: Physical vs. Virtual (Content: Blocks + Task),1.0,Cohen's d,1.70,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,9,TOST equivalence test,20,1.3E-1,,,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,9,TOST equivalence test,20,1.3E-1,Content: None (Physical vs. Virtual),,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,10,TOST equivalence test,20,2.4E-2,,,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,10,TOST equivalence test,20,2.4E-2,Content: Blocks (Physical vs. Virtual),,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,11,TOST equivalence test,20,3.7E-2,,,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445580,mobile devices;human-centered computing;empirical studies in hci;mixed / augmented reality,11,TOST equivalence test,20,3.7E-2,Content: Blocks + Task (Physical vs. Virtual),,,,,,,True,False,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,1,Kruskal-Wallis rank sum test,15,<0.05,,1.0,F,126.59,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,2,Dunn test with Bonferroni correction,15,0.00,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,2,Dunn test with Bonferroni correction,15,0.00,Artist vs Toric space method,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,2,Dunn test with Bonferroni correction,15,0.00,Our method vs Toric space method,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,2,Dunn test with Bonferroni correction,15,0.19,Artist vs Our method,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,3,Kruskal-Wallis test,15,<0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,4,Dunn test,15,<0.001 for Pair B and D,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,5,User Study: Replicating a Reference Video,15,UNKNOWN,,1.0,Time reduction,54.9%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,6,Usability Survey and User Observation,15,UNKNOWN,,1.0,Average score for professional artists,3.47,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,6,Usability Survey and User Observation,15,UNKNOWN,,2.0,Average score for novice users,4.74,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,7,Interview of Professional Artists,6,UNKNOWN,,1.0,Qualitative feedback,Positive,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445437,computing methodologies,8,User study results from subjective rating of framed layouts generated by three different methods,15,UNKNOWN,,1.0,% positive,77%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,9,User study results from subjective rating of framed layouts generated by three different methods,15,UNKNOWN,,1.0,% positive,73%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,10,User study results from subjective rating of framed layouts generated by three different methods,15,UNKNOWN,,1.0,% positive,47%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445437,computing methodologies,11,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,1.0,% preferred over Ours,53%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,11,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,2.0,% preferred over Toric,74%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,12,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,1.0,% preferred over Artist,47%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,12,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,2.0,% preferred over Toric,74%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,13,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,1.0,% preferred over Artist,26%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445437,computing methodologies,13,User preference results for layouts generated by three different methods,UNKNOWN,UNKNOWN,,2.0,% preferred over Ours,26%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,1,Chi-Square Test,34,UNKNOWN,,1.0,Accuracy,90.3% ± 7.0%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,1,Chi-Square Test,34,UNKNOWN,,2.0,Accuracy,80.6% ± 9.39%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,2,Chi-Square Test,34,< .011,,1.0,Accuracy,64.2% ± 6.6%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,2,Chi-Square Test,34,< .011,,2.0,Accuracy,53.9% ± 6.9%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,3,Chi-Square Test,12,< .006,,1.0,Accuracy,54.2% ± 10.2%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,3,Chi-Square Test,12,< .006,,2.0,Accuracy,25.0% ± 10.3%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,4,UNKNOWN (likely ANOVA or similar),34,UNKNOWN,,1.0,Time for Trend Estimation,11.6s ± 1.2s,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,4,UNKNOWN (likely ANOVA or similar),34,UNKNOWN,,2.0,Time for Trend Estimation,14.6s ± 2.0s,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,4,UNKNOWN (likely ANOVA or similar),34,UNKNOWN,,3.0,Time for Trend Estimation,14.7s ± 2.6s,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,5,UNKNOWN (likely ANOVA or similar),12,UNKNOWN,,1.0,Accuracy for Extrema Estimation,81.3% ± 11.5%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,5,UNKNOWN (likely ANOVA or similar),12,UNKNOWN,,2.0,Accuracy for Extrema Estimation,98.9% ± 2.2%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,6,UNKNOWN (likely ANOVA or similar),34,UNKNOWN,,1.0,Accuracy for Extrema Estimation,95.6% ± 2.9%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,6,UNKNOWN (likely ANOVA or similar),34,UNKNOWN,,2.0,Accuracy for Extrema Estimation,89.7% ± 2.0%,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,7,UNKNOWN (likely ANOVA or similar),12,UNKNOWN,,1.0,Time for Trend Detection,16.8s ± 2.7s,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445743,visualization;human-centered computing;accessibility,7,UNKNOWN (likely ANOVA or similar),12,UNKNOWN,,2.0,Time for Trend Detection,21.1s ± 4.9s,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3411764.3445506,mobile devices;ubiquitous and mobile devices;human-centered computing,1,Mann-Whitney U Test,36,< 0.05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445506,mobile devices;ubiquitous and mobile devices;human-centered computing,2,Two Sample t-test,36,> 0.05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445506,mobile devices;ubiquitous and mobile devices;human-centered computing,3,Two Sample t-test,36,< 0.001,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445506,mobile devices;ubiquitous and mobile devices;human-centered computing,4,Two Sample t-test,36,< 0.01,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,1,Repeated Measures ANOVA,161,< .0001,,1.0,d,1.4,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,2,ANOVA,156,0.005,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,2,ANOVA,156,0.005,Behavioral Realism,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,One-way ANOVA,158,[.005; .03],,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,One-way ANOVA,158,0.005,Visual Realism,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,One-way ANOVA,158,0.03,Behavioral Realism,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,4,Two-way ANOVA,155,0.003,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,4,Two-way ANOVA,155,0.003,Interaction between Appearance and Behavior,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,5,Descriptive Statistics,161,UNKNOWN,,1.0,Mean,3.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,Descriptive Statistics,161,UNKNOWN,,1.0,Median,2,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,Welch's t-test,161,< .0001,,1.0,Cohen's d,1.6,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445760,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,8,Welch's t-test,161,< .0001,,1.0,Cohen's d,0.7,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,1,ANOVA on Arm Posture Effect on Accuracy (AC),12,< .000,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,2,Post Hoc t-test (Right vs Forward),12,< .005,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,3,Post Hoc t-test (Right vs Down),12,< .005,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,4,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC),12,< .001,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,4,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC),12,< .001,Arm Posture,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,4,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC),12,< .001,Heterogeneous Stroke Method,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,5,"Post Hoc Z-test (Baseline vs 2-Hetero, Forward)",12,< .05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,6,"Post Hoc Z-test (Baseline vs 2-Hetero, Right)",12,< .05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,7,"Post Hoc Z-test (Baseline vs 4-Hetero, Forward)",12,< .05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,8,"Post Hoc Z-test (Baseline vs 4-Hetero, Right)",12,< .05,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,9,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC) - Alphabet Group,12,< .005,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,9,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC) - Alphabet Group,12,< .005,Arm Posture,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,9,ANOVA on Arm Posture and Heterogeneous Stroke Method Effect on Accuracy (AC) - Alphabet Group,12,< .005,Heterogeneous Stroke Method,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,10,ANOVA on Heterogeneous Stroke Method Effect on Accuracy (AC) - Digit Group,12,< .001,,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445448,haptic devices;human-centered computing,10,ANOVA on Heterogeneous Stroke Method Effect on Accuracy (AC) - Digit Group,12,< .001,Heterogeneous Stroke Method,,,,,,,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,1,Kruskal-Wallis test,376,<0.05,,1.0,χ2,9.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,1,Kruskal-Wallis test,376,<0.05,Anthropomorphism,1.0,z,-2.82,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,1,Kruskal-Wallis test,376,<0.01,Intelligence,1.0,z,-3.26,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,1,Kruskal-Wallis test,376,0.72,Likeability,1.0,χ2,2.0947,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,,1.0,R^2,0.85,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,,2.0,R^2,0.93,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,,3.0,R^2,0.95,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,Verbosity,1.0,Coefficient,-2.82,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,Readability,1.0,Coefficient,2.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,Sentiment,1.0,Coefficient,0.69,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,Linguistic Diversity,1.0,Coefficient,0.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,2,Linear Regression,551,<0.001,Adaptability,1.0,Coefficient,1.02,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,3,Dunn Test,376,0.55,,1.0,z,-0.60,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,3,Dunn Test,376,0.55,,2.0,d,0.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,3,Dunn Test,376,0.55,Anthropomorphism,1.0,d,0.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,3,Dunn Test,376,0.10,Intelligence,1.0,d,0.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,3,Dunn Test,376,0.50,Likeability,1.0,d,0.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,4,Dunn Test,376,0.14,,1.0,z,-1.47,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,4,Dunn Test,376,0.14,,2.0,d,0.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,4,Dunn Test,376,0.14,Anthropomorphism,1.0,d,0.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,4,Dunn Test,376,0.02,Intelligence,1.0,d,0.25,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,4,Dunn Test,376,0.49,Likeability,1.0,d,0.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,5,Dunn Test,376,<0.05,,1.0,z,-2.82,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,5,Dunn Test,376,<0.05,,2.0,d,0.31,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,5,Dunn Test,376,<0.05,Anthropomorphism,1.0,d,0.31,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3411764.3445645,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing;social media;psychology;applied computing;computing methodologies;natural language interfaces,5,Dunn Test,376,<0.01,Intelligence,1.0,d,0.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
