doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,2,Paired t-test,21,< .05,completion time,1.0,η²,.95,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,2,Paired t-test,21,< .01,ease of use,1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,2,Paired t-test,21,< .1,ease of learning,1.0,η²,1.00,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .05,,1.0,η²,.97,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .05,aesthetics (self-ratings),1.0,η²,.97,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .01,aesthetics (peer-ratings),1.0,η²,.96,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .01,expressiveness (self-ratings),1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .01,expressiveness (peer-ratings),1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .01,viewing angle (peer-ratings),1.0,η²,.54,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .05,intensity (self-ratings),1.0,η²,.97,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,3,Paired t-test,21,< .05,intensity (peer-ratings),1.0,η²,.96,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,4,Paired t-test,21,< .05,,1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,4,Paired t-test,21,< .05,sense of ownership,1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,4,Paired t-test,21,< .05,creativity,1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376520,interactive systems and tools;human-centered computing;arts and humanities;applied computing;networks;computing methodologies,4,Paired t-test,21,< .05,degree of freedom,1.0,η²,.99,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,1,Wilcoxon Signed Ranks Test,12,0.002,,1.0,Z,-3.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,1,Wilcoxon Signed Ranks Test,12,0.002,Clear button,1.0,Z,-3.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,2,Wilcoxon Signed Ranks Test,12,0.006,,1.0,Z,-2.748,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,2,Wilcoxon Signed Ranks Test,12,0.006,Brown button,1.0,Z,-2.748,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,3,Wilcoxon Signed Ranks Test,12,0.003,,1.0,Z,-2.94,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,3,Wilcoxon Signed Ranks Test,12,0.003,Black button,1.0,Z,-2.94,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,4,Wilcoxon Signed Ranks Test,12,0.031,,1.0,Z,-2.158,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,4,Wilcoxon Signed Ranks Test,12,0.031,Red button,1.0,Z,-2.158,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,5,Wilcoxon Signed Ranks Test,12,0.003,,1.0,Z,-2.987,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,5,Wilcoxon Signed Ranks Test,12,0.003,HP keyboard (spacebar),1.0,Z,-2.987,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,6,Wilcoxon Signed Ranks Test,12,0.002,,1.0,Z,-3.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376262,haptic devices;human-centered computing;interaction devices;keyboards;interface design prototyping,6,Wilcoxon Signed Ranks Test,12,0.002,MacBook Pro keyboard (spacebar),1.0,Z,-3.06,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,1,One-way ANOVA for Retention,72,0.01,,1.0,F,4.7,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,1,One-way ANOVA for Retention,72,0.04,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,1,One-way ANOVA for Retention,72,0.02,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,2,One-way ANOVA for Self-efficacy,72,0.01,,1.0,F,4.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,2,One-way ANOVA for Self-efficacy,72,0.01,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,2,One-way ANOVA for Self-efficacy,72,0.05,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,Kruskal-Wallis test for Intrinsic Cognitive Load,UNKNOWN,0.02,,1.0,χ²,7.85,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,Kruskal-Wallis test for Intrinsic Cognitive Load,UNKNOWN,0.01,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,3,Kruskal-Wallis test for Intrinsic Cognitive Load,UNKNOWN,0.06,Book-Overlay,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,4,Kruskal-Wallis test for Extraneous Cognitive Load,UNKNOWN,0.03,,1.0,χ²,7.22,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,4,Kruskal-Wallis test for Extraneous Cognitive Load,UNKNOWN,0.01,Book-Overlay,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,5,One-way ANOVA for Extraneous Attention,72,0.02,,1.0,F,4.1,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,5,One-way ANOVA for Extraneous Attention,72,0.03,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,5,One-way ANOVA for Extraneous Attention,72,0.06,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,Fz,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,Cz,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,POz,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,P3,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,6,One-way ANOVA for Mean θ EEG Values,UNKNOWN,UNKNOWN,P4,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,F3,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,Cz,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,C3,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,C4,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,POz,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,P3,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,7,One-way ANOVA for Mean α EEG Values,UNKNOWN,UNKNOWN,P4,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,8,Comparison of Remember Facts across Conditions,72,0.01,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,8,Comparison of Remember Facts across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,8,Comparison of Remember Facts across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,8,Comparison of Remember Facts across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,9,Comparison of Deep Knowledge across Conditions,72,0.2,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,10,Comparison of Self-efficacy across Conditions,72,0.01,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,10,Comparison of Self-efficacy across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,10,Comparison of Self-efficacy across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,10,Comparison of Self-efficacy across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,11,Comparison of Difficulty of Subject across Conditions,72,0.01,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,11,Comparison of Difficulty of Subject across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,11,Comparison of Difficulty of Subject across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,11,Comparison of Difficulty of Subject across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,12,Comparison of Difficulty of Instructions across Conditions,72,0.03,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,12,Comparison of Difficulty of Instructions across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,12,Comparison of Difficulty of Instructions across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,12,Comparison of Difficulty of Instructions across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,13,Comparison of Attention Elsewhere across Conditions,72,0.02,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,13,Comparison of Attention Elsewhere across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,13,Comparison of Attention Elsewhere across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,13,Comparison of Attention Elsewhere across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,14,Comparison of Memory Workload (θ) across Conditions,72,0.04,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,14,Comparison of Memory Workload (θ) across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,14,Comparison of Memory Workload (θ) across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,14,Comparison of Memory Workload (θ) across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,15,Comparison of Cognitive Activity (α) across Conditions,72,0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,15,Comparison of Cognitive Activity (α) across Conditions,72,UNKNOWN,Overlay-Book,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,15,Comparison of Cognitive Activity (α) across Conditions,72,UNKNOWN,Overlay-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376872,virtual reality;human-centered computing;empirical studies in hci;interactive learning environments;applied computing,15,Comparison of Cognitive Activity (α) across Conditions,72,UNKNOWN,Book-Audio,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,1,Linear Mixed Model,97,.019,,1.0,β,-3.19,-0.433,-5.71,95% CI,True,True,True,False,False,False,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,2,Paired t-test (Treatment Group),44,.004,,1.0,Cohen's d,.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,3,Paired t-test (Control Group),53,.93,,1.0,Cohen's d,.05,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,4,Linear Mixed Model,97,".53 (Positive Affect), .58 (Negative Affect)",,1.0,β (Positive Affect),13.1,5.34,-2.96,95% CI,True,False,False,True,True,False,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,4,Linear Mixed Model,97,".53 (Positive Affect), .58 (Negative Affect)",,2.0,β (Negative Affect),-1.56,3.98,-7.28,95% CI,True,False,False,False,True,False,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,5,Linear Mixed Model,97,.0002,,1.0,β,10.86,19.58,6.58,95% CI,True,True,True,True,True,True,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,6,Paired t-test (V-Breathing Practice),97,".0004 (Noticing vs. Synchronizing), .01 (Differentiating vs. Synchronizing)",,1.0,Cohen's d (Noticing vs. Synchronizing),.80,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,6,Paired t-test (V-Breathing Practice),97,".0004 (Noticing vs. Synchronizing), .01 (Differentiating vs. Synchronizing)",,2.0,Cohen's d (Differentiating vs. Synchronizing),.55,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,7,Paired t-test (Post-Stressor 2),44,"< .0001 (Noticing vs. Synchronizing), < .0001 (Differentiating vs. Synchronizing)",,1.0,Cohen's d (Noticing vs. Synchronizing),1.95,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,7,Paired t-test (Post-Stressor 2),44,"< .0001 (Noticing vs. Synchronizing), < .0001 (Differentiating vs. Synchronizing)",,2.0,Cohen's d (Differentiating vs. Synchronizing),1.39,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,8,Linear Mixed Model,97,".04 (Reappraisal), .002 (Distraction)",,1.0,β (Reappraisal),-0.12,-0.007,-0.24,95% CI,True,False,False,False,False,False,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,8,Linear Mixed Model,97,".04 (Reappraisal), .002 (Distraction)",,2.0,β (Distraction),-6.93,-2.78,-10.96,95% CI,True,False,False,False,False,False,False
10.1145/3313831.3376757,empirical studies in hci;human-centered computing;computer systems organization;hardware,9,Comparison of Three Studies,97,UNKNOWN,,1.0,Cohen's d,.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376691,human computer interaction (hci);human-centered computing;information systems;web-based interaction,1,Paired t-test,9,0.001,,1.0,Mean (WRAPI),7.111,UNKNOWN,3.756,95%,True,True,False,True,True,True,True
10.1145/3313831.3376691,human computer interaction (hci);human-centered computing;information systems;web-based interaction,1,Paired t-test,9,0.001,,2.0,Mean (Coding),26.778,UNKNOWN,13.746,95%,True,True,False,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,1,ANOVA (Handgrip Task - Control Group),35,< .001,,1.0,F,50.918,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,2,ANOVA (Handgrip Task - MS Patients),20,< .001,,1.0,F,14.211,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,3,ANOVA (Tapping Task - Control Group),35,< .001,,1.0,F,50.918,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376588,mobile devices;human-centered computing;touch screens,4,ANOVA (Tapping Task - MS Patients),20,< .001,,1.0,F,14.211,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
