doi,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,test_name_correct,ES_correct,ES_name_correct,p_vals_correct,Ns_correct,Cis.correct,fully_correct,added_info,added_undectably_wrong_info,missing,double.reported,format_error,problem_reason,done
10.1145/3491102.3501848,18,mediation analysis,1526,>0.05,Direct Effect,1,unstandardized regression coefficient,15,,,,1,,,,1,,,,,,,,"not recognized the rest of the table, just that there was a mediation analysis",done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,a1,1,unstandardized regression coefficient,535,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,>0.05,b1,1,unstandardized regression coefficient,33,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,>0.05,a1b1,1,unstandardized regression coefficient,18,65,-27,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,a2,1,unstandardized regression coefficient,375,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,b2,1,unstandardized regression coefficient,264,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,,a2b2,1,unstandardized regression coefficient,99,148,57,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,a3,1,unstandardized regression coefficient,393,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.05,b3,1,unstandardized regression coefficient,-85,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,,a3b3,1,unstandardized regression coefficient,-33,-1,-68,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,a4,1,unstandardized regression coefficient,420,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,<0.005,b4,1,unstandardized regression coefficient,686,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,18,mediation analysis,1526,,a4b4,1,unstandardized regression coefficient,288,409,171,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0..005,,1,unstandardized regression coefficient,387,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,>0.05,Direct Effect,1,unstandardized regression coefficient,48,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,a1,1,unstandardized regression coefficient,535,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,>0.05,b1,1,unstandardized regression coefficient,-34,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,,a1b1,1,unstandardized regression coefficient,-18,0.03,-67,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,a2,1,unstandardized regression coefficient,375,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,b2,1,unstandardized regression coefficient,573,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,,a2b2,1,unstandardized regression coefficient,215,293,144,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,a3,1,unstandardized regression coefficient,393,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,>0.05,b3,1,unstandardized regression coefficient,-59,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,,a3b3,1,unstandardized regression coefficient,-23,0.01,-61," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,a4,1,unstandardized regression coefficient,420,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,<0.005,b4,1,unstandardized regression coefficient,<0.298,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,19,mediation analysis,1526,,a4b4,1,unstandardized regression coefficient,125,182,73," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.005,,1, unstandardized regression coefficient,70.60,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.05,direct effect,1, unstandardized regression coefficient,41.66,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.005,a1,1, unstandardized regression coefficient,535,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.05,b1,1, unstandardized regression coefficient,31.65,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,,a1b1,1, unstandardized regression coefficient,16.94,33.02,2091,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.005,a2,1, unstandardized regression coefficient,375,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,>0.05,b2,1, unstandardized regression coefficient,-1693,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,,a2b2,1, unstandardized regression coefficient,-635,9037,-10.24,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.005,a3,1, unstandardized regression coefficient,393,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.05,b3,1, unstandardized regression coefficient,33.10,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,,a3b3,1, unstandardized regression coefficient,33.10,25.48,2376,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,<0.005,a4,1, unstandardized regression coefficient,420,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,>0.05,b4,1, unstandardized regression coefficient,-913,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,20,mediation analysis,1526,,a4b4,1, unstandardized regression coefficient,-384,4548,-5683,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,,1,unstandardized regression coefficient,521,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,>0.05,direct effect,1, unstandardized regression coefficient,53,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,a1,1, unstandardized regression coefficient,535,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,>0.05,b1,1, unstandardized regression coefficient,25,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,,a1b1,1, unstandardized regression coefficient,13,75,-0.05,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,a2,1, unstandardized regression coefficient,375,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,b2,1, unstandardized regression coefficient,296,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,,a2b2,1, unstandardized regression coefficient,111,169,62,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,a3,1, unstandardized regression coefficient,393,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.01,b3,1, unstandardized regression coefficient,158,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,,a3b3,1, unstandardized regression coefficient,62,117,16,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,a4,1, unstandardized regression coefficient,420,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,<0.005,b4,1, unstandardized regression coefficient,670,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,21,mediation analysis,1526,,a4b4,1, unstandardized regression coefficient,281,0.4,165,"95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,,1,unstandardized regression coefficient (total effect),510,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,>0.05,direct effect,1,unstandardized regression coefficient,30,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,a1,1,unstandardized regression coefficient,535,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,>0.05,b1,1,unstandardized regression coefficient,84,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,,a1b1,1,unstandardized regression coefficient,45,105,-13," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,a2,1,unstandardized regression coefficient,375,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,b2,1,unstandardized regression coefficient,187,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,,a2b2,1,unstandardized regression coefficient,70,0.12,28," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,a3,1,unstandardized regression coefficient,393,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,b3,1,unstandardized regression coefficient,174,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,,a3b3,1,unstandardized regression coefficient,69,122,23," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,a4,1,unstandardized regression coefficient,420,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,<0.005,b4,1,unstandardized regression coefficient,706,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,22,mediation analysis,1526,,a4b4,1,unstandardized regression coefficient,297,422,176," 95% bias-corrected confidence interval based on 10,000 bootstrap samples",,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,M1,1,index of moderated mediation (MM),-80,18,-179,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,M2,1,index of moderated mediation (MM),132,233,38,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,M3,1,index of moderated mediation (MM),3,77,-71,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,M4,1,index of moderated mediation (MM),364,0.6,128,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,23,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,24, moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,24, moderated mediation analysis,1526,,M1,1,index of moderated mediation (MM),12,0.13,-98,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,24, moderated mediation analysis,1526,,M2,1,index of moderated mediation (MM),255,418,104,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,24, moderated mediation analysis,1526,,M3,1,index of moderated mediation (MM),-13,69,-98,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,24, moderated mediation analysis,1526,,M4,1,index of moderated mediation (MM),172,0.29,62,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,25,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,25,moderated mediation analysis,1526,,M1,1,index of moderated mediation (MM),24.36,58.76,-9628,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,25,moderated mediation analysis,1526,,M2,1,index of moderated mediation (MM),-5954,15.16,-27.68,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,25,moderated mediation analysis,1526,,M3,1,index of moderated mediation (MM),13.28,42.17,-12.89,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,25,moderated mediation analysis,1526,,M4,1,index of moderated mediation (MM),2453,14.36,-9172,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,26,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,26,moderated mediation analysis,1526,,M1,1,index of moderated mediation (MM),-111,0.03,-0.25,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,26,moderated mediation analysis,1526,,M2,1,index of moderated mediation (MM),96,226,-25,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,26,moderated mediation analysis,1526,,M3,1,index of moderated mediation (MM),174,293,68,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,26,moderated mediation analysis,1526,,M4,1,index of moderated mediation (MM),388,627,157,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,27,moderated mediation analysis,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,27,moderated mediation analysis,1526,,M1,1,index of moderated mediation (MM),-20,111,-147,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,27,moderated mediation analysis,1526,,M2,1,index of moderated mediation (MM),99,209,-3,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,27,moderated mediation analysis,1526,,M3,1,index of moderated mediation (MM),98,209,-1,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,27,moderated mediation analysis,1526,,M4,1,index of moderated mediation (MM),396,645,149,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,-6,142,-153,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,36,84,-3,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,36,89,-6,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,-22,1,-54,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,28,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,104,272,-63,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,direct effect,1, unstandardized regression coefficient,45,0.19,-99,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,M1,1, unstandardized regression coefficient,-44,47,-132,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,M2,1, unstandardized regression coefficient,168,259,92,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,-19,49,-87,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,29,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,468,637,302,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,26,183,-132,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,-19,18,-63,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,86,188,-12,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,-13,6,-44,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,30, moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,42,113,-26,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,direct effect,1, unstandardized regression coefficient,44,0.21,-122,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,M1,1, unstandardized regression coefficient,-6,102,-112,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,M2,1, unstandardized regression coefficient,341,471,228,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,M3,1, unstandardized regression coefficient,-26,52,-107,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,31,moderated mediation analysis conditional effect,1526,,M4,1, unstandardized regression coefficient,214,309,131,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,28.10,77.18,-20.99,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,6904,21.55,-5576,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,798,7986,-5627,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,5710,16.28,-823,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,32,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,-723,2348,-5318,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,52.83,101.7,3981,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,31.26,62.91,383,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,-5157,15,-26.42,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,18.99,46.89,-5.24,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,33,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,1730,12.84,-9468,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,34,223,-155,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,39,96,-11,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,51,122,-6,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,6,44,-24,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,34,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,96,256,-55,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,70,267,-128,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,-72,57,-202,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,147,0.26,46,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,180,295,81,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,35,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,484,669,313,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,-14,165,-193,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,42,97,-6,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,25,71,-4,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,26,73,-3,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,36,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,103,275,-65,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,direct effect,1,unstandardized regression coefficient,63,255,-0.13,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,M1,1,unstandardized regression coefficient,22,143,-98,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,M2,1,unstandardized regression coefficient,124,229,32,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,M3,1,unstandardized regression coefficient,124,229,33,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,37,moderated mediation analysis conditional effect,1526,,M4,1,unstandardized regression coefficient,499,695,323,95%,,,,,,,,,,1,,,,done
10.1145/3491102.3501848,,,,,,,,,,,,,,,,,,,descriptive stats,,,,,,done
10.1145/3491102.3501999,1,t-test,60,<0.001,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,2,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,3,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,4,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,5,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,6,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,7,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,8,t-test,60,<0.001,,1,,,,,,,,,,,,,,,1,,,not reported explicitly,done
10.1145/3491102.3501999,9,two-way ANOVA,234,,,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,9,two-way ANOVA,234,<.001,main effect,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,9,two-way ANOVA,234,<0.001,main effect,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,9,two-way ANOVA,234,<0.001,interaction effect,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,10,one-way ANOVA,120,<0.001,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,11,one-way ANOVA,120,864,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,12,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,13,two-way ANOVA,234,,,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,13,two-way ANOVA,234,<0.001,main effect,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,13,two-way ANOVA,234,<0.001,main effect,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,13,two-way ANOVA,234,<0.001,interaction effect,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,14,one-way ANOVA,120,<0.001,,1,,,,,,1,,,,1,,1,,,,,,,done
10.1145/3491102.3501999,14,one-way ANOVA,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,14,one-way ANOVA,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,14,one-way ANOVA,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,15,one-way ANOVA,120,<0.001,,1,,,,,,1,,,,1,,1,,,,,,,done
